generation	map	line	x	y	sprite	role	visual_authority	script_or_text	asset	status
gen2	BattleTower1F	809	7	6	SPRITE_RECEPTIONIST	nonbattle	SPRITE_RECEPTIONIST	BattleTower1FReceptionistScript	assets/characters/npcs/receptionist-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BattleTower1F	810	14	9	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	BattleTower1FYoungsterScript	assets/characters/npcs/youngster-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BattleTower1F	811	4	9	SPRITE_COOLTRAINER_F	nonbattle	SPRITE_COOLTRAINER_F	BattleTower1FCooltrainerFScript	assets/characters/npcs/cooltrainer-female-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BattleTower1F	812	1	3	SPRITE_BUG_CATCHER	nonbattle	SPRITE_BUG_CATCHER	BattleTower1FBugCatcherScript	assets/characters/npcs/bug-catcher-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BattleTower1F	813	14	3	SPRITE_GRANNY	nonbattle	SPRITE_GRANNY	BattleTower1FGrannyScript	assets/characters/npcs/granny-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BattleTowerBattleRoom	152	4	0	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	ObjectEvent	assets/characters/npcs/youngster-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BattleTowerBattleRoom	153	1	6	SPRITE_RECEPTIONIST	nonbattle	SPRITE_RECEPTIONIST	ObjectEvent	assets/characters/npcs/receptionist-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BattleTowerElevator	57	1	2	SPRITE_RECEPTIONIST	nonbattle	SPRITE_RECEPTIONIST	MovementData_BattleTowerElevatorReceptionistWalksIn	assets/characters/npcs/receptionist-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BattleTowerHallway	94	11	2	SPRITE_RECEPTIONIST	nonbattle	SPRITE_RECEPTIONIST	BattleTowerHallway_MapEvents	assets/characters/npcs/receptionist-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BattleTowerOutside	145	6	12	SPRITE_STANDING_YOUNGSTER	nonbattle	SPRITE_STANDING_YOUNGSTER	BattleTowerOutsideYoungsterScript	assets/characters/npcs/youngster-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BattleTowerOutside	146	13	11	SPRITE_BEAUTY	nonbattle	SPRITE_BEAUTY	BattleTowerOutsideBeautyScript	assets/characters/npcs/beauty-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BattleTowerOutside	147	12	18	SPRITE_SAILOR	nonbattle	SPRITE_SAILOR	BattleTowerOutsideSailorScript	assets/characters/npcs/sailor-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BattleTowerOutside	148	12	24	SPRITE_LASS	nonbattle	SPRITE_LASS	ObjectEvent	assets/characters/npcs/lass-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BillsFamilysHouse	258	2	3	SPRITE_BILL	nonbattle	SPRITE_BILL	BillScript	assets/characters/npcs/bill-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BillsFamilysHouse	259	5	3	SPRITE_POKEFAN_F	nonbattle	SPRITE_POKEFAN_F	BillsMomScript	assets/characters/npcs/pokefan-female-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BillsFamilysHouse	260	5	4	SPRITE_TWIN	nonbattle	SPRITE_TWIN	BillsYoungerSisterScript	assets/characters/npcs/twins-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BillsHouse	366	2	3	SPRITE_GRAMPS	nonbattle	SPRITE_GRAMPS	BillsGrandpa	assets/characters/npcs/gramps-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BillsOlderSistersHouse	40	2	3	SPRITE_POKEFAN_F	nonbattle	SPRITE_POKEFAN_F	BillsOlderSisterScript	assets/characters/npcs/pokefan-female-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BillsOlderSistersHouse	41	6	4	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	BillsOlderSistersHouseYoungsterScript	assets/characters/npcs/youngster-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornCity	338	18	12	SPRITE_SUPER_NERD	nonbattle	SPRITE_SUPER_NERD	BlackthornSuperNerdScript	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornCity	339	19	12	SPRITE_SUPER_NERD	nonbattle	SPRITE_SUPER_NERD	BlackthornSuperNerdScript	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornCity	340	20	2	SPRITE_GRAMPS	nonbattle	SPRITE_GRAMPS	BlackthornGramps1Script	assets/characters/npcs/gramps-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornCity	341	21	2	SPRITE_GRAMPS	nonbattle	SPRITE_GRAMPS	BlackthornGramps2Script	assets/characters/npcs/gramps-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornCity	342	24	31	SPRITE_BLACK_BELT	nonbattle	SPRITE_BLACK_BELT	BlackthornBlackBeltScript	assets/characters/npcs/blackbelt-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornCity	343	9	25	SPRITE_COOLTRAINER_F	nonbattle	SPRITE_COOLTRAINER_F	BlackthornCooltrainerF1Script	assets/characters/npcs/cooltrainer-female-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornCity	344	13	15	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	BlackthornYoungsterScript	assets/characters/npcs/youngster-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornCity	345	22	20	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	SantosScript	assets/characters/npcs/youngster-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornCity	346	35	19	SPRITE_COOLTRAINER_F	nonbattle	SPRITE_COOLTRAINER_F	BlackthornCooltrainerF2Script	assets/characters/npcs/cooltrainer-female-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornDragonSpeechHouse	58	2	3	SPRITE_GRANNY	nonbattle	SPRITE_GRANNY	BlackthornDragonSpeechHouseGrannyScript	assets/characters/npcs/granny-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornEmysHouse	34	2	3	SPRITE_LASS	nonbattle	SPRITE_LASS	Emy	assets/characters/npcs/lass-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornGym1F	406	5	3	SPRITE_CLAIR	nonbattle	SPRITE_CLAIR	BlackthornGymClairScript	assets/characters/npcs/clair-kasc-hd-4x3-walk-sheet-v2.png	covered
gen2	BlackthornGym1F	407	6	6	SPRITE_COOLTRAINER_M	battle	TrainerCooltrainerm	TrainerCooltrainermMike	assets/characters/npcs/ace-trainer-male-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornGym1F	408	1	14	SPRITE_COOLTRAINER_M	battle	TrainerCooltrainerm	TrainerCooltrainermPaul	assets/characters/npcs/ace-trainer-male-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornGym1F	409	9	2	SPRITE_COOLTRAINER_F	battle	TrainerCooltrainerf	TrainerCooltrainerfLola	assets/characters/npcs/ace-trainer-female-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornGym1F	410	7	15	SPRITE_GYM_GUIDE	nonbattle	SPRITE_GYM_GUIDE	BlackthornGymGuideScript	assets/characters/npcs/gym-guide-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornGym2F	141	4	1	SPRITE_COOLTRAINER_M	battle	TrainerCooltrainerm	TrainerCooltrainermCody	assets/characters/npcs/ace-trainer-male-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornGym2F	142	4	11	SPRITE_COOLTRAINER_F	battle	TrainerCooltrainerf	TrainerCooltrainerfFran	assets/characters/npcs/ace-trainer-female-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornMart	59	1	3	SPRITE_CLERK	nonbattle	SPRITE_CLERK	BlackthornMartClerkScript	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornMart	60	7	6	SPRITE_COOLTRAINER_M	nonbattle	SPRITE_COOLTRAINER_M	BlackthornMartCooltrainerMScript	assets/characters/npcs/cooltrainer-male-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornMart	61	5	2	SPRITE_BLACK_BELT	nonbattle	SPRITE_BLACK_BELT	BlackthornMartBlackBeltScript	assets/characters/npcs/blackbelt-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornPokecenter1F	63	3	1	SPRITE_NURSE	nonbattle	SPRITE_NURSE	BlackthornPokecenter1FNurseScript	assets/characters/npcs/nurse-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornPokecenter1F	64	5	3	SPRITE_GENTLEMAN	nonbattle	SPRITE_GENTLEMAN	BlackthornPokecenter1FGentlemanScript	assets/characters/npcs/gentleman-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornPokecenter1F	65	1	4	SPRITE_TWIN	nonbattle	SPRITE_TWIN	BlackthornPokecenter1FTwinScript	assets/characters/npcs/twins-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BlackthornPokecenter1F	66	7	6	SPRITE_COOLTRAINER_M	nonbattle	SPRITE_COOLTRAINER_M	BlackthornPokecenter1FCooltrainerMScript	assets/characters/npcs/cooltrainer-male-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BluesHouse	157	2	3	SPRITE_DAISY	nonbattle	SPRITE_DAISY	DaisyScript	assets/characters/npcs/daisy-oak-kasc-hd-4x3-walk-sheet-v2.png	covered
gen2	BrunosRoom	139	5	7	SPRITE_BRUNO	nonbattle	SPRITE_BRUNO	BrunoScript_Battle	assets/characters/npcs/bruno-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BurnedTower1F	306	12	12	SPRITE_SUPER_NERD	nonbattle	SPRITE_SUPER_NERD	BurnedTower1FEusineScript	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BurnedTower1F	307	8	9	SPRITE_RIVAL	battle	SPRITE_RIVAL	ObjectEvent	assets/characters/npcs/silver-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BurnedTower1F	308	14	14	SPRITE_MORTY	nonbattle	SPRITE_MORTY	BurnedTower1FMortyScript	assets/characters/npcs/morty-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	BurnedTowerB1F	261	10	12	SPRITE_SUPER_NERD	nonbattle	SPRITE_SUPER_NERD	BurnedTowerB1FEusine	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCafe	222	9	3	SPRITE_SUPER_NERD	nonbattle	SPRITE_SUPER_NERD	CeladonCafeChef	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCafe	223	4	6	SPRITE_FISHER	nonbattle	SPRITE_FISHER	CeladonCafeFisher1	assets/characters/npcs/fisher-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCafe	224	1	7	SPRITE_FISHER	nonbattle	SPRITE_FISHER	CeladonCafeFisher2	assets/characters/npcs/fisher-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCafe	225	1	2	SPRITE_FISHER	nonbattle	SPRITE_FISHER	CeladonCafeFisher3	assets/characters/npcs/fisher-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCafe	226	4	3	SPRITE_TEACHER	nonbattle	SPRITE_TEACHER	CeladonCafeTeacher	assets/characters/npcs/teacher-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCity	274	26	11	SPRITE_FISHER	nonbattle	SPRITE_FISHER	CeladonCityFisherScript	assets/characters/npcs/fisher-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCity	276	20	24	SPRITE_TEACHER	nonbattle	SPRITE_TEACHER	CeladonCityTeacher1Script	assets/characters/npcs/teacher-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCity	277	14	16	SPRITE_GRAMPS	nonbattle	SPRITE_GRAMPS	CeladonCityGramps1Script	assets/characters/npcs/gramps-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCity	278	8	31	SPRITE_GRAMPS	nonbattle	SPRITE_GRAMPS	CeladonCityGramps2Script	assets/characters/npcs/gramps-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCity	279	18	13	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	CeladonCityYoungster1Script	assets/characters/npcs/youngster-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCity	280	24	33	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	CeladonCityYoungster2Script	assets/characters/npcs/youngster-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCity	281	6	14	SPRITE_TEACHER	nonbattle	SPRITE_TEACHER	CeladonCityTeacher2Script	assets/characters/npcs/teacher-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonCity	282	7	22	SPRITE_LASS	nonbattle	SPRITE_LASS	CeladonCityLassScript	assets/characters/npcs/lass-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore1F	90	10	1	SPRITE_RECEPTIONIST	nonbattle	SPRITE_RECEPTIONIST	CeladonDeptStore1FReceptionistScript	assets/characters/npcs/receptionist-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore1F	91	11	4	SPRITE_GENTLEMAN	nonbattle	SPRITE_GENTLEMAN	CeladonDeptStore1FGentlemanScript	assets/characters/npcs/gentleman-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore1F	92	5	3	SPRITE_TEACHER	nonbattle	SPRITE_TEACHER	CeladonDeptStore1FTeacherScript	assets/characters/npcs/teacher-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore2F	84	13	5	SPRITE_CLERK	nonbattle	SPRITE_CLERK	CeladonDeptStore2FClerk1Script	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore2F	85	14	5	SPRITE_CLERK	nonbattle	SPRITE_CLERK	CeladonDeptStore2FClerk2Script	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore2F	86	5	2	SPRITE_POKEFAN_M	nonbattle	SPRITE_POKEFAN_M	CeladonDeptStore2FPokefanMScript	assets/characters/npcs/pokefan-male-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore2F	87	6	2	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	CeladonDeptStore2FYoungsterScript	assets/characters/npcs/youngster-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore3F	110	7	1	SPRITE_CLERK	nonbattle	SPRITE_CLERK	CeladonDeptStore3FClerkScript	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore3F	111	6	4	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	CeladonDeptStore3FYoungsterScript	assets/characters/npcs/youngster-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore3F	112	9	1	SPRITE_GAMEBOY_KID	nonbattle	SPRITE_GAMEBOY_KID	CeladonDeptStore3FGameboyKid1Script	assets/characters/npcs/game-boy-kid-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore3F	113	10	1	SPRITE_GAMEBOY_KID	nonbattle	SPRITE_GAMEBOY_KID	CeladonDeptStore3FGameboyKid2Script	assets/characters/npcs/game-boy-kid-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore3F	114	13	4	SPRITE_SUPER_NERD	nonbattle	SPRITE_SUPER_NERD	CeladonDeptStore3FSuperNerdScript	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore4F	66	13	5	SPRITE_CLERK	nonbattle	SPRITE_CLERK	CeladonDeptStore4FClerkScript	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore4F	67	7	6	SPRITE_SUPER_NERD	nonbattle	SPRITE_SUPER_NERD	CeladonDeptStore4FSuperNerdScript	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore4F	68	8	2	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	CeladonDeptStore4FYoungsterScript	assets/characters/npcs/youngster-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore5F	87	7	5	SPRITE_CLERK	nonbattle	SPRITE_CLERK	CeladonDeptStore5FClerk1Script	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore5F	88	8	5	SPRITE_CLERK	nonbattle	SPRITE_CLERK	CeladonDeptStore5FClerk2Script	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore5F	89	13	5	SPRITE_GENTLEMAN	nonbattle	SPRITE_GENTLEMAN	CeladonDeptStore5FGentlemanScript	assets/characters/npcs/gentleman-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore5F	90	3	4	SPRITE_SAILOR	nonbattle	SPRITE_SAILOR	CeladonDeptStore5FSailorScript	assets/characters/npcs/sailor-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore5F	91	1	7	SPRITE_TEACHER	nonbattle	SPRITE_TEACHER	CeladonDeptStore5FTeacherScript	assets/characters/npcs/teacher-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore6F	167	9	2	SPRITE_SUPER_NERD	nonbattle	SPRITE_SUPER_NERD	CeladonDeptStore6FSuperNerdScript	assets/characters/npcs/super-nerd-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonDeptStore6F	168	12	5	SPRITE_YOUNGSTER	nonbattle	SPRITE_YOUNGSTER	CeladonDeptStore6FYoungsterScript	assets/characters/npcs/youngster-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGameCorner	373	5	2	SPRITE_CLERK	nonbattle	SPRITE_CLERK	CeladonGameCornerClerkScript	assets/characters/npcs/clerk-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGameCorner	374	3	2	SPRITE_RECEPTIONIST	nonbattle	SPRITE_RECEPTIONIST	CeladonGameCornerReceptionistScript	assets/characters/npcs/receptionist-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGameCorner	375	14	10	SPRITE_POKEFAN_M	nonbattle	SPRITE_POKEFAN_M	CeladonGameCornerPokefanMScript	assets/characters/npcs/pokefan-male-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGameCorner	376	17	7	SPRITE_TEACHER	nonbattle	SPRITE_TEACHER	CeladonGameCornerTeacherScript	assets/characters/npcs/teacher-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGameCorner	377	11	7	SPRITE_FISHING_GURU	nonbattle	SPRITE_FISHING_GURU	CeladonGameCornerFishingGuruScript	assets/characters/npcs/fishing-guru-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGameCorner	378	8	10	SPRITE_FISHER	nonbattle	SPRITE_FISHER	CeladonGameCornerFisherScript	assets/characters/npcs/fisher-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGameCorner	379	8	10	SPRITE_FISHER	nonbattle	SPRITE_FISHER	CeladonGameCornerFisherScript	assets/characters/npcs/fisher-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGameCorner	380	11	3	SPRITE_GYM_GUIDE	nonbattle	SPRITE_GYM_GUIDE	CeladonGymGuideScript	assets/characters/npcs/gym-guide-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGameCorner	381	2	8	SPRITE_GRAMPS	nonbattle	SPRITE_GRAMPS	CeladonGameCornerGrampsScript	assets/characters/npcs/gramps-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGameCornerPrizeRoom	291	0	2	SPRITE_GENTLEMAN	nonbattle	SPRITE_GENTLEMAN	CeladonGameCornerPrizeRoomGentlemanScript	assets/characters/npcs/gentleman-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGameCornerPrizeRoom	292	4	4	SPRITE_PHARMACIST	nonbattle	SPRITE_PHARMACIST	CeladonGameCornerPrizeRoomPharmacistScript	assets/characters/npcs/pharmacist-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGym	282	5	3	SPRITE_ERIKA	nonbattle	SPRITE_ERIKA	CeladonGymErikaScript	assets/characters/npcs/erika-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGym	283	7	8	SPRITE_LASS	battle	TrainerLass	TrainerLassMichelle	assets/characters/npcs/lass-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGym	284	2	8	SPRITE_LASS	battle	TrainerPicnicker	TrainerPicnickerTanya	assets/characters/npcs/picnicker-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGym	285	3	5	SPRITE_BEAUTY	battle	TrainerBeauty	TrainerBeautyJulia	assets/characters/npcs/beauty-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGym	286	4	10	SPRITE_TWIN	battle	TrainerTwins	TrainerTwinsJoAndZoe1	assets/characters/npcs/twins-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonGym	287	5	10	SPRITE_TWIN	battle	TrainerTwins	TrainerTwinsJoAndZoe2	assets/characters/npcs/twins-gen2-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonMansion1F	93	1	5	SPRITE_GRANNY	nonbattle	SPRITE_GRANNY	CeladonMansionManager	assets/characters/npcs/granny-kasc-hd-4x3-walk-sheet-v1.png	covered
gen2	CeladonMansion3F	208	3	6	SPRITE_COOLTRAINER_M	nonbattle	SPRITE_COOLTRAINER_M	GameFreakGameDesignerScript	assets/characters/npcs/cooltrainer-male-kasc-hd-4x3-walk-sheet-v1.png	covered
